sentence,sense_labels,dim1,dim2
"For example, 17% of German respondents felt that Jews should blame themselves for their own persecution, 25.7% were uncomfortable with the idea of a Jew marrying into their family, and 21.5% felt that Jews should not have equal rights (scores of 5 or higher on a scale from 1 to 7).”
",2,0.21805117,-2.8873935
"The Georgia DOT found that failure of the same epoxy at fault for the ceiling collapse was also to blame for the 2011 fall of a fenced and lighted covered-walkway structure attached to the south side of the relatively new 17th Street Bridge, which links Atlantic Station to Midtown Atlanta over I-75/I-85.
",2,-1.2401001,-2.8674757
"Tábata faced some criticism after the game by fans and analysts who believed he leaned into the pitch, although Scherzer said he did not blame Tábata for breaking up the perfect game.
",2,1.0171615,-4.1740527
"In the spring of 190, Rome was afflicted by a food shortage, for which the ""praefectus annonae"" Papirius Dionysius, the official actually in charge of the grain supply, contrived to lay the blame on Cleander.
",1,-1.9784446,1.741143
"The defense were expected to blame an unnamed individual who wished to gain control over illegal gambling operations in Chinatown.
",2,0.17808297,-1.8443156
"Goldberg went on to say that Netanyahu and his cabinet were largely to blame for the tensions between the Netanyahu and Obama governments.
",2,-0.7537829,-3.0556316
"Andrew reveals that he was to blame for the crash, which ends Paul's lawsuit against Chris.
",2,-0.8734858,-2.343962
"Normally blame would be apportioned in simple ratios; 50:50, 60:40, 75:25, etc.)
",1,-1.1984322,2.331799
"It was observed that when the team failed, he took the blame.
",1,-1.7394354,2.212404
"Camil explained in an interview that the group received information that during the 1972 Republican National Convention, the government was going to shoot someone and blame it on the anti-war protesters.
",2,0.3116972,-2.2071762
"Her coldness, however, is shown to hide much deeper insecurities; neglected by Lightning Lad, utterly devoting himself to the Legion cause, she always harbors feelings of inadequacy, putting all the blame for her failing relationship on her perceived lack of attractiveness, her plain personality, and her ""handicap"".
",1,-2.1939173,1.0888126
"The blame initially fell onto Cain Dingle (Jeff Hordley) as it was his car involved.
",1,-1.5618359,2.866093
"An ""Entertainment Weekly"" reviewer wrote, ""It may sound heinous on paper, but trust us, the first single, 'We're All To Blame', is far better than it has a right to be.""
",0,8.298724,1.9155186
"It seems that Leo and her ex-husband arranged the ""assault"" and the ""prostitute"" so that they could separate without any blame attaching to Leo, who wishes to marry another man - John Hotchkiss.
",1,-0.94897264,1.9019698
"The tone changes drastically with the narrator's change of scenario because he sets or takes away blame from one of the men, or the other.
",1,-1.0364729,2.1981974
"Nevertheless, Connor went on negotiating through Khemlani for a huge petrodollar loan for his various development projects, confident that if he succeeded no-one would blame him, and if he failed no-one would know.
",2,-0.6827219,-2.8468466
"Hansen at the base of the flagstaff in the Rosenthal photograph, and that no blame was to be placed on anyone in this matter.
",1,-1.6291821,1.6806245
"They won an ABC Broadcasters Choice Award for the track ""Make Time For Love"" and were nominated for Best Rock Song at the 2010 Musicoz awards for ""Blame It on the Rock n Roll""
",0,10.359275,1.1885968
"The designer Miuccia Prada, on her side, did not blame the height of the shoes, but the silk little socks inside, which were slippery and moved inside of the shoes, preventing the models' feet from having a correct grip on the sole.
",2,0.07096965,-2.0268683
"Human rights advocates blame paramilitaries for massacres, ""disappearances"", and cases of torture and forced displacement.
",2,1.4806076,-2.7870808
"Although Chamberlain's reputation never recovered from Munich, and his supporters such as R A Butler suffered throughout their later careers from the ""appeasement"" tag, Dunglass largely escaped blame.
",1,-0.4396076,0.91701895
"However, during one police interview, Moore sought to put the blame solely on Murphy.
",1,-2.3534513,2.2672737
"Duncan died the following day, declaring that no blame should be placed on Hannegan.
",1,-1.0774075,1.5231706
"In Russia, Grushkov informs Nemerov that disgruntled Communist officers ordered the attack on Grozny, and Nemerov orders them removed from command, choosing to take the blame for Grozny rather than risk alienating more figures of his military.
",1,-2.3081138,1.7805588
"Now that the major players were all back in England, accusations flew but the official court martial only examined the loss of ""Wager"" in which Baynes, in nominal charge at the time, was acquitted of blame but reprimanded for omissions of duty.
",1,-1.1540504,1.6116505
"Some modern historians blame Jung Bahadur for setting up an oppressive dictatorship in Nepal that lasted 104 years- the dark period of Nepalese history.
",2,1.4700866,-3.8044996
"He also designed the title credits for ""Blame It on Rio"".
",0,9.169117,1.4024762
"Heartbroken at this turn of events, Ahab blames neither Esther nor his brother; instead he transfers blame and an undying hatred onto the whale.
",1,-0.5570965,2.3856797
"Ash announces that he wants to find his sister, Billie, and Brax joins him on a road trip to find her boyfriend Dean, who let Ash take the blame for an armed robbery they committed.
",1,-2.2391744,2.5781624
"First of all, if he were guilty of acting without Richard's orders it is extremely surprising that Richard did not lay the blame for the princes' murder on Buckingham after Buckingham was disgraced and executed, especially as Richard could potentially have cleared his own name by doing so.
",-1,-3.0016367,0.8775437
"""It reflected perfectly the image that he had tried, in his rough-hewn way, to cultivate – even if history, in allotting him part of the blame for the catastrophe that was to befall his son, would be less generous to his reputation.""
",1,-1.8723285,1.7953651
"A practicing Catholic himself, Borlenghi's wife, Carla, was Jewish, encouraging more reactionary Catholics to focus blame on him not only for his role as the nation's chief law enforcement officer; but also for his wife's allegedly hostile influence on him.
",1,-1.925297,1.1873295
"Much of the blame was laid on the weak Scottish regulatory framework, which was (and remains) entirely separate from the system overseen by the Charity Commission for England and Wales.
",1,-1.9990572,1.4565576
"In one of the addresses, Desmond said: ""You, yourselves, are principally to blame for allowing this in the past.
",2,-1.3858773,-2.7530715
"Realising that Belle could not cope in prison due to her mental illness, Nate takes the blame for the hit and run, and faces a potential prison sentence.
",1,-2.3358493,2.4714239
"Although he refused to testify during Navario's trial, in September 2009, Jermaine Nelson would later apologize for his role in the killings during his own trial, and place the blame for all the killings on Nazario.
",1,-2.346994,1.5691752
"Allen was quick to blame the looters who had ransacked his house previously.
",2,-0.12971446,-1.1169393
"22) and ""Don't Blame Me"" (December, No.
",0,10.306049,1.9832919
"The administration of Ranulf Flambard may have been to blame.
",2,-0.24077867,-1.3174995
"The appointment also suited Göring's own interests for if the Luftwaffe failed he could shift the blame to them.
",1,-1.4932567,2.3694243
"Ireland manager Giovanni Trapattoni stated he did not blame Henry, nor did he expect a replay would occur, but he did believe the incident would bring further pressure on FIFA to introduce goal-line technology, stating ""There is a 30-second stop and we clarify the situation...I'm sure in the future they will have to do something about it.
",2,-0.1856874,-2.3520546
"According to Resnais, Robbe-Grillet used to insist that it was he who wrote ""Marienbad"", without question, and that Resnais's filming of it was a betrayal—but that since he found it very beautiful he did not blame him for it.
",2,0.08898371,-4.209441
